numRequests,tamanhoResposta,totalImageSize,RequestsJS,RequestsHTML,RequestsCSS,avgNumRequests,avgTamanhoResposta,avgTotalImageSize,avgRequestsJS,avgRequestsHTML,avgRequestsCSS,totalSilenceTime,avgSilenceTime,silenceCount,window_start,window_end
283,7217385,5888739,70,19,65,28.3,721738.5,588873.9,7.0,1.9,6.5,289.0,16.055555555555557,18,2024-12-13 22:15:55,2024-12-13 22:20:55
291,6663255,5238641,76,19,72,29.1,666325.5,523864.1,7.6,1.9,7.2,284.0,15.777777777777779,18,2024-12-13 22:16:55,2024-12-13 22:21:55
303,6752823,5254467,85,19,79,30.3,675282.3,525446.7,8.5,1.9,7.9,290.0,16.11111111111111,18,2024-12-13 22:17:55,2024-12-13 22:22:55
270,6288696,5018380,69,18,69,27.0,628869.6,501838.0,6.9,1.8,6.9,280.0,16.470588235294116,17,2024-12-13 22:18:55,2024-12-13 22:23:55
226,4545262,3304939,65,18,66,22.6,454526.2,330493.9,6.5,1.8,6.6,274.0,16.11764705882353,17,2024-12-13 22:19:55,2024-12-13 22:24:55
205,4340632,3225788,60,18,61,20.5,434063.2,322578.8,6.0,1.8,6.1,282.0,16.58823529411765,17,2024-12-13 22:20:55,2024-12-13 22:25:55
190,4522225,3635393,52,17,52,19.0,452222.5,363539.3,5.2,1.7,5.2,274.0,17.125,16,2024-12-13 22:21:55,2024-12-13 22:26:55
184,4785425,4001868,46,18,44,18.4,478542.5,400186.8,4.6,1.8,4.4,275.0,16.176470588235293,17,2024-12-13 22:22:55,2024-12-13 22:27:55
205,5012898,3984449,62,19,49,20.5,501289.8,398444.9,6.2,1.9,4.9,278.0,15.444444444444445,18,2024-12-13 22:23:55,2024-12-13 22:28:55
184,4146681,3229589,62,19,45,18.4,414668.1,322958.9,6.2,1.9,4.5,282.0,15.666666666666666,18,2024-12-13 22:24:55,2024-12-13 22:29:55
216,6645853,5520321,67,19,52,21.6,664585.3,552032.1,6.7,1.9,5.2,286.0,15.88888888888889,18,2024-12-13 22:25:55,2024-12-13 22:30:55
217,6293911,5025387,72,20,59,21.7,629391.1,502538.7,7.2,2.0,5.9,290.0,15.263157894736842,19,2024-12-13 22:26:55,2024-12-13 22:31:55
228,5862780,4444191,79,19,67,22.8,586278.0,444419.1,7.9,1.9,6.7,288.0,16.0,18,2024-12-13 22:27:55,2024-12-13 22:32:55
256,7314665,5930736,80,19,72,25.6,731466.5,593073.6,8.0,1.9,7.2,271.0,15.055555555555555,18,2024-12-13 22:28:55,2024-12-13 22:33:55
273,8074242,6628061,83,19,77,27.3,807424.2,662806.1,8.3,1.9,7.7,265.0,14.722222222222221,18,2024-12-13 22:29:55,2024-12-13 22:34:55
251,6574577,5408847,72,19,71,25.1,657457.7,540884.7,7.2,1.9,7.1,282.0,15.666666666666666,18,2024-12-13 22:30:55,2024-12-13 22:35:55
238,6435826,5288304,72,18,64,23.8,643582.6,528830.4,7.2,1.8,6.4,272.0,16.0,17,2024-12-13 22:31:55,2024-12-13 22:36:55
189,5777435,4960059,53,17,44,18.9,577743.5,496005.9,5.3,1.7,4.4,270.0,16.875,16,2024-12-13 22:32:55,2024-12-13 22:37:55
166,4940077,4163319,51,17,39,16.6,494007.7,416331.9,5.1,1.7,3.9,274.0,17.125,16,2024-12-13 22:33:55,2024-12-13 22:38:55
175,4203273,3322404,56,18,48,17.5,420327.3,332240.4,5.6,1.8,4.8,289.0,17.0,17,2024-12-13 22:34:55,2024-12-13 22:39:55
163,3010957,2078515,60,18,49,16.3,301095.7,207851.5,6.0,1.8,4.9,283.0,16.647058823529413,17,2024-12-13 22:35:55,2024-12-13 22:40:55
157,3026520,2263309,52,18,46,15.7,302652.0,226330.9,5.2,1.8,4.6,269.0,15.823529411764707,17,2024-12-13 22:36:55,2024-12-13 22:41:55
228,4271136,3023825,79,20,73,22.8,427113.6,302382.5,7.9,2.0,7.3,289.0,15.210526315789474,19,2024-12-13 22:37:55,2024-12-13 22:42:55
221,3444634,2185102,76,20,79,22.1,344463.4,218510.2,7.6,2.0,7.9,291.0,15.31578947368421,19,2024-12-13 22:38:55,2024-12-13 22:43:55
213,3400772,2113184,75,19,76,21.3,340077.2,211318.4,7.5,1.9,7.6,278.0,15.444444444444445,18,2024-12-13 22:39:55,2024-12-13 22:44:55
241,5309210,3856724,83,18,78,24.1,530921.0,385672.4,8.3,1.8,7.8,271.0,15.941176470588236,17,2024-12-13 22:40:55,2024-12-13 22:45:55
268,5972463,4357313,93,20,84,26.8,597246.3,435731.3,9.3,2.0,8.4,283.0,14.894736842105264,19,2024-12-13 22:41:55,2024-12-13 22:46:55
217,4991861,3836736,69,19,64,21.7,499186.1,383673.6,6.9,1.9,6.4,266.0,14.777777777777779,18,2024-12-13 22:42:55,2024-12-13 22:47:55
247,6511021,5246370,78,19,69,24.7,651102.1,524637.0,7.8,1.9,6.9,288.0,15.157894736842104,19,2024-12-13 22:43:55,2024-12-13 22:48:55
257,6521036,5195526,83,19,71,25.7,652103.6,519552.6,8.3,1.9,7.1,272.0,15.11111111111111,18,2024-12-13 22:44:55,2024-12-13 22:49:55
241,4600059,3361327,78,20,75,24.1,460005.9,336132.7,7.8,2.0,7.5,287.0,15.105263157894736,19,2024-12-13 22:45:55,2024-12-13 22:50:55
